"cpd","compoundclass","ko","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C11146","Organometallic","K00255","IARC2B","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C11146","Organometallic","K00255","EPC","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C11146","Organometallic","K00255","WFD","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C11146","Chlorinated","K00255","IARC2B","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C11146","Chlorinated","K00255","EPC","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C11146","Chlorinated","K00255","WFD","Methylmercury chloride","ACADL","long-chain-acyl-CoA dehydrogenase","dehydrogenase"
"C19263","Aliphatic","K00263","IARC2B","Methyl isobutyl ketone","E1.4.1.9","leucine dehydrogenase","dehydrogenase"
"C11906","Inorganic","K00265","ATSDR","Sodium arsenite","gltB","glutamate synthase (NADPH) large chain","synthase"
"C11906","Metal","K00265","ATSDR","Sodium arsenite","gltB","glutamate synthase (NADPH) large chain","synthase"
"C11906","Inorganic","K00266","ATSDR","Sodium arsenite","gltD","glutamate synthase (NADPH) small chain","synthase"
"C11906","Metal","K00266","ATSDR","Sodium arsenite","gltD","glutamate synthase (NADPH) small chain","synthase"
"C07675","Aromatic","K00274","IARC2A","Pioglitazone","MAO","monoamine oxidase","oxidase"
"C07675","Sulfur-containing","K00274","IARC2A","Pioglitazone","MAO","monoamine oxidase","oxidase"
"C07675","Nitrogen-containing","K00274","IARC2A","Pioglitazone","MAO","monoamine oxidase","oxidase"
"C19263","Aliphatic","K00274","IARC2B","Methyl isobutyl ketone","MAO","monoamine oxidase","oxidase"
"C19300","Nitrogen-containing","K00278","IARC2B","Tetranitromethane","nadB","L-aspartate oxidase","oxidase"
"C19300","Inorganic","K00278","IARC2B","Tetranitromethane","nadB","L-aspartate oxidase","oxidase"
"C18428","Nitrogen-containing","K00284","ATSDR","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Nitrogen-containing","K00284","WFD","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Nitrogen-containing","K00284","EPC","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Chlorinated","K00284","ATSDR","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Chlorinated","K00284","WFD","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Chlorinated","K00284","EPC","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Aromatic","K00284","ATSDR","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Aromatic","K00284","WFD","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C18428","Aromatic","K00284","EPC","Diuron","GLU","glutamate synthase (ferredoxin)","synthase"
"C07041","Nitrogen-containing","K00287","IARC2B","Hydrochlorothiazide","DHFR","dihydrofolate reductase","reductase"
"C07041","Sulfur-containing","K00287","IARC2B","Hydrochlorothiazide","DHFR","dihydrofolate reductase","reductase"
"C07041","Chlorinated","K00287","IARC2B","Hydrochlorothiazide","DHFR","dihydrofolate reductase","reductase"
"C07041","Aromatic","K00287","IARC2B","Hydrochlorothiazide","DHFR","dihydrofolate reductase","reductase"
"C11146","Organometallic","K00287","WFD","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C11146","Organometallic","K00287","EPC","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C11146","Organometallic","K00287","IARC2B","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C11146","Chlorinated","K00287","WFD","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C11146","Chlorinated","K00287","EPC","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C11146","Chlorinated","K00287","IARC2B","Methylmercury chloride","DHFR","dihydrofolate reductase","reductase"
"C07569","Sulfur-containing","K00326","IARC2B","Propylthiouracil","CYB5R","cytochrome-b5 reductase","reductase"
"C07569","Aliphatic","K00326","IARC2B","Propylthiouracil","CYB5R","cytochrome-b5 reductase","reductase"
"C07569","Sulfur-containing","K00327","IARC2B","Propylthiouracil","POR","NADPH-ferrihemoprotein reductase","reductase"
"C07569","Aliphatic","K00327","IARC2B","Propylthiouracil","POR","NADPH-ferrihemoprotein reductase","reductase"
"C11195","Nitrogen-containing","K00327","IARC2B","Mitoxantrone","POR","NADPH-ferrihemoprotein reductase","reductase"
"C11195","Polyaromatic","K00327","IARC2B","Mitoxantrone","POR","NADPH-ferrihemoprotein reductase","reductase"
"C14286","Polyaromatic","K00327","IARC2B","Phenolphthalein","POR","NADPH-ferrihemoprotein reductase","reductase"
"C07210","Nitrogen-containing","K00330","IARC2B","Zidovudine","nuoA","NADH-quinone oxidoreductase subunit A","oxidoreductase"
"C07210","Nitrogen-containing","K00331","IARC2B","Zidovudine","nuoB","NADH-quinone oxidoreductase subunit B","oxidoreductase"
"C07210","Nitrogen-containing","K00332","IARC2B","Zidovudine","nuoC","NADH-quinone oxidoreductase subunit C","oxidoreductase"
"C07210","Nitrogen-containing","K00333","IARC2B","Zidovudine","nuoD","NADH-quinone oxidoreductase subunit D","oxidoreductase"
"C07210","Nitrogen-containing","K00334","IARC2B","Zidovudine","nuoE","NADH-quinone oxidoreductase subunit E","oxidoreductase"
"C07210","Nitrogen-containing","K00335","IARC2B","Zidovudine","nuoF","NADH-quinone oxidoreductase subunit F","oxidoreductase"
"C07210","Nitrogen-containing","K00336","IARC2B","Zidovudine","nuoG","NADH-quinone oxidoreductase subunit G","oxidoreductase"
"C07210","Nitrogen-containing","K00337","IARC2B","Zidovudine","nuoH","NADH-quinone oxidoreductase subunit H","oxidoreductase"
"C07210","Nitrogen-containing","K00338","IARC2B","Zidovudine","nuoI","NADH-quinone oxidoreductase subunit I","oxidoreductase"
"C07210","Nitrogen-containing","K00339","IARC2B","Zidovudine","nuoJ","NADH-quinone oxidoreductase subunit J","oxidoreductase"
"C07210","Nitrogen-containing","K00340","IARC2B","Zidovudine","nuoK","NADH-quinone oxidoreductase subunit K","oxidoreductase"
"C07210","Nitrogen-containing","K00341","IARC2B","Zidovudine","nuoL","NADH-quinone oxidoreductase subunit L","oxidoreductase"
"C07210","Nitrogen-containing","K00342","IARC2B","Zidovudine","nuoM","NADH-quinone oxidoreductase subunit M","oxidoreductase"
"C07210","Nitrogen-containing","K00343","IARC2B","Zidovudine","nuoN","NADH-quinone oxidoreductase subunit N","oxidoreductase"
"C10312","Aromatic","K00344","IARC2B","Danthron","qor","NADPH:quinone reductase","reductase"
"C10312","Aromatic","K00355","IARC2B","Danthron","NQO1","NAD(P)H dehydrogenase (quinone)","dehydrogenase"
"C10312","Aromatic","K00359","IARC2B","Danthron","qorA","NADPH:quinone reductase","reductase"
"C16038","Nitrogen-containing","K00362","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","nirB","nitrite reductase (NADH) large subunit","reductase"
"C16038","Aromatic","K00362","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","nirB","nitrite reductase (NADH) large subunit","reductase"
"C16038","Nitrogen-containing","K00363","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","nirD","nitrite reductase (NADH) small subunit","reductase"
"C16038","Aromatic","K00363","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","nirD","nitrite reductase (NADH) small subunit","reductase"
"C11151","Organometallic","K00366","EPC","Phenylmercury acetate","nirA","ferredoxin-nitrite reductase","ferredoxin"
"C11151","Organometallic","K00366","WFD","Phenylmercury acetate","nirA","ferredoxin-nitrite reductase","ferredoxin"
"C11151","Aromatic","K00366","EPC","Phenylmercury acetate","nirA","ferredoxin-nitrite reductase","ferredoxin"
"C11151","Aromatic","K00366","WFD","Phenylmercury acetate","nirA","ferredoxin-nitrite reductase","ferredoxin"
"C19283","Nitrogen-containing","K00368","IARC2B","N-Nitrosomorpholine","nirK","nitrite reductase (NO-forming)","reductase"
"C19283","Aliphatic","K00368","IARC2B","N-Nitrosomorpholine","nirK","nitrite reductase (NO-forming)","reductase"
"C06956","Aliphatic","K00383","IARC2B","Digoxin","GSR","glutathione reductase (NADPH)","reductase"
"C07115","Chlorinated","K00383","IARC2A","Nitrogen mustard","GSR","glutathione reductase (NADPH)","reductase"
"C07115","Nitrogen-containing","K00383","IARC2A","Nitrogen mustard","GSR","glutathione reductase (NADPH)","reductase"
"C10312","Aromatic","K00383","IARC2B","Danthron","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Metal","K00383","EPC","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Metal","K00383","WFD","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Inorganic","K00383","EPC","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Inorganic","K00383","WFD","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Nitrogen-containing","K00383","EPC","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C15234","Nitrogen-containing","K00383","WFD","Lead nitrate","GSR","glutathione reductase (NADPH)","reductase"
"C07561","Chlorinated","K00384","CONAMA","Carbon tetrachloride","trxB","thioredoxin reductase (NADPH)","reductase"
"C07561","Chlorinated","K00384","EPC","Carbon tetrachloride","trxB","thioredoxin reductase (NADPH)","reductase"
"C07561","Chlorinated","K00384","ATSDR","Carbon tetrachloride","trxB","thioredoxin reductase (NADPH)","reductase"
"C07561","Chlorinated","K00384","EPA","Carbon tetrachloride","trxB","thioredoxin reductase (NADPH)","reductase"
"C07561","Chlorinated","K00384","IARC2B","Carbon tetrachloride","trxB","thioredoxin reductase (NADPH)","reductase"
"C10312","Aromatic","K00384","IARC2B","Danthron","trxB","thioredoxin reductase (NADPH)","reductase"
"C19302","Nitrogen-containing","K00384","IARC2B","Thioacetamide","trxB","thioredoxin reductase (NADPH)","reductase"
"C19302","Sulfur-containing","K00384","IARC2B","Thioacetamide","trxB","thioredoxin reductase (NADPH)","reductase"
"C19302","Aliphatic","K00384","IARC2B","Thioacetamide","trxB","thioredoxin reductase (NADPH)","reductase"
"C13619","Inorganic","K00386","ATSDR","Arsenous oxide","sorB","sulfite dehydrogenase (cytochrome) subunit B","dehydrogenase"
"C13619","Metal","K00386","ATSDR","Arsenous oxide","sorB","sulfite dehydrogenase (cytochrome) subunit B","dehydrogenase"
"C11906","Inorganic","K00394","ATSDR","Sodium arsenite","aprA","adenylylsulfate reductase, subunit A","reductase"
"C11906","Metal","K00394","ATSDR","Sodium arsenite","aprA","adenylylsulfate reductase, subunit A","reductase"
"C11906","Inorganic","K00395","ATSDR","Sodium arsenite","aprB","adenylylsulfate reductase, subunit B","reductase"
"C11906","Metal","K00395","ATSDR","Sodium arsenite","aprB","adenylylsulfate reductase, subunit B","reductase"
"C00070","Metal","K00404","ATSDR","Copper","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C00070","Metal","K00404","PSL","Copper","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C00070","Metal","K00404","EPA","Copper","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Aromatic","K00404","EPA","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Aromatic","K00404","PSL","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Aromatic","K00404","ATSDR","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Aromatic","K00404","IARC1","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Nitrogen-containing","K00404","EPA","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Nitrogen-containing","K00404","PSL","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Nitrogen-containing","K00404","ATSDR","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C16444","Nitrogen-containing","K00404","IARC1","Benzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C19231","Nitrogen-containing","K00404","IARC2B","3,3'-Dimethoxybenzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C19231","Polyaromatic","K00404","IARC2B","3,3'-Dimethoxybenzidine","ccoN","cytochrome c oxidase cbb3-type subunit I","oxidase"
"C19231","Nitrogen-containing","K00405","IARC2B","3,3'-Dimethoxybenzidine","ccoO","cytochrome c oxidase cbb3-type subunit II","oxidase"
"C19231","Polyaromatic","K00405","IARC2B","3,3'-Dimethoxybenzidine","ccoO","cytochrome c oxidase cbb3-type subunit II","oxidase"
"C19231","Nitrogen-containing","K00406","IARC2B","3,3'-Dimethoxybenzidine","ccoP","cytochrome c oxidase cbb3-type subunit III","oxidase"
"C19231","Polyaromatic","K00406","IARC2B","3,3'-Dimethoxybenzidine","ccoP","cytochrome c oxidase cbb3-type subunit III","oxidase"
"C19231","Nitrogen-containing","K00407","IARC2B","3,3'-Dimethoxybenzidine","ccoQ","cytochrome c oxidase cbb3-type subunit IV","oxidase"
"C19231","Polyaromatic","K00407","IARC2B","3,3'-Dimethoxybenzidine","ccoQ","cytochrome c oxidase cbb3-type subunit IV","oxidase"
"C11151","Organometallic","K00421","EPC","Phenylmercury acetate","lccA","laccase","laccase"
"C11151","Organometallic","K00421","WFD","Phenylmercury acetate","lccA","laccase","laccase"
"C11151","Aromatic","K00421","EPC","Phenylmercury acetate","lccA","laccase","laccase"
"C11151","Aromatic","K00421","WFD","Phenylmercury acetate","lccA","laccase","laccase"
"C14219","Aromatic","K00421","CONAMA","2-Chlorophenol","lccA","laccase","laccase"
"C14219","Aromatic","K00421","EPA","2-Chlorophenol","lccA","laccase","laccase"
"C14219","Aromatic","K00421","ATSDR","2-Chlorophenol","lccA","laccase","laccase"
"C14219","Chlorinated","K00421","CONAMA","2-Chlorophenol","lccA","laccase","laccase"
"C14219","Chlorinated","K00421","EPA","2-Chlorophenol","lccA","laccase","laccase"
"C14219","Chlorinated","K00421","ATSDR","2-Chlorophenol","lccA","laccase","laccase"
"C14403","Aromatic","K00421","IARC1","ortho-Toluidine","lccA","laccase","laccase"
"C14403","Nitrogen-containing","K00421","IARC1","ortho-Toluidine","lccA","laccase","laccase"
"C14440","Aliphatic","K00421","ATSDR","1,4-Dioxane","lccA","laccase","laccase"
"C14440","Aliphatic","K00421","IARC2B","1,4-Dioxane","lccA","laccase","laccase"
"C14443","Polyaromatic","K00421","IARC2B","3,3'-Dimethylbenzidine","lccA","laccase","laccase"
"C14443","Nitrogen-containing","K00421","IARC2B","3,3'-Dimethylbenzidine","lccA","laccase","laccase"
"C15234","Metal","K00421","EPC","Lead nitrate","lccA","laccase","laccase"
"C15234","Metal","K00421","WFD","Lead nitrate","lccA","laccase","laccase"
"C15234","Inorganic","K00421","EPC","Lead nitrate","lccA","laccase","laccase"
"C15234","Inorganic","K00421","WFD","Lead nitrate","lccA","laccase","laccase"
"C15234","Nitrogen-containing","K00421","EPC","Lead nitrate","lccA","laccase","laccase"
"C15234","Nitrogen-containing","K00421","WFD","Lead nitrate","lccA","laccase","laccase"
"C16444","Aromatic","K00421","PSL","Benzidine","lccA","laccase","laccase"
"C16444","Aromatic","K00421","ATSDR","Benzidine","lccA","laccase","laccase"
"C16444","Aromatic","K00421","IARC1","Benzidine","lccA","laccase","laccase"
"C16444","Aromatic","K00421","EPA","Benzidine","lccA","laccase","laccase"
"C16444","Nitrogen-containing","K00421","PSL","Benzidine","lccA","laccase","laccase"
"C16444","Nitrogen-containing","K00421","ATSDR","Benzidine","lccA","laccase","laccase"
"C16444","Nitrogen-containing","K00421","IARC1","Benzidine","lccA","laccase","laccase"
"C16444","Nitrogen-containing","K00421","EPA","Benzidine","lccA","laccase","laccase"
"C11195","Nitrogen-containing","K00430","IARC2B","Mitoxantrone","E1.11.1.7","peroxidase","peroxidase"
"C11195","Polyaromatic","K00430","IARC2B","Mitoxantrone","E1.11.1.7","peroxidase","peroxidase"
"C14219","Aromatic","K00430","CONAMA","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14219","Aromatic","K00430","EPA","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14219","Aromatic","K00430","ATSDR","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14219","Chlorinated","K00430","CONAMA","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14219","Chlorinated","K00430","EPA","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14219","Chlorinated","K00430","ATSDR","2-Chlorophenol","E1.11.1.7","peroxidase","peroxidase"
"C14403","Aromatic","K00430","IARC1","ortho-Toluidine","E1.11.1.7","peroxidase","peroxidase"
"C14403","Nitrogen-containing","K00430","IARC1","ortho-Toluidine","E1.11.1.7","peroxidase","peroxidase"
"C14440","Aliphatic","K00430","ATSDR","1,4-Dioxane","E1.11.1.7","peroxidase","peroxidase"
"C14440","Aliphatic","K00430","IARC2B","1,4-Dioxane","E1.11.1.7","peroxidase","peroxidase"
"C16444","Aromatic","K00430","PSL","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Aromatic","K00430","ATSDR","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Aromatic","K00430","IARC1","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Aromatic","K00430","EPA","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Nitrogen-containing","K00430","PSL","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Nitrogen-containing","K00430","ATSDR","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Nitrogen-containing","K00430","IARC1","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C16444","Nitrogen-containing","K00430","EPA","Benzidine","E1.11.1.7","peroxidase","peroxidase"
"C19425","Polyaromatic","K00430","EPA","Fluoranthene","E1.11.1.7","peroxidase","peroxidase"
"C19425","Polyaromatic","K00430","EPC","Fluoranthene","E1.11.1.7","peroxidase","peroxidase"
"C19425","Polyaromatic","K00430","ATSDR","Fluoranthene","E1.11.1.7","peroxidase","peroxidase"
"C19425","Polyaromatic","K00430","WFD","Fluoranthene","E1.11.1.7","peroxidase","peroxidase"
"C06354","Polyaromatic","K00431","IARC2B","Benzophenone","TPO","thyroid peroxidase","peroxidase"
"C07569","Sulfur-containing","K00431","IARC2B","Propylthiouracil","TPO","thyroid peroxidase","peroxidase"
"C07569","Aliphatic","K00431","IARC2B","Propylthiouracil","TPO","thyroid peroxidase","peroxidase"
"C14185","Chlorinated","K00431","IARC2B","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Chlorinated","K00431","EPC","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Chlorinated","K00431","ATSDR","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Chlorinated","K00431","EPA","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Aliphatic","K00431","IARC2B","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Aliphatic","K00431","EPC","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Aliphatic","K00431","ATSDR","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14185","Aliphatic","K00431","EPA","Heptachlor","TPO","thyroid peroxidase","peroxidase"
"C14321","Polyaromatic","K00431","EPA","Benzo[k]fluoranthene","TPO","thyroid peroxidase","peroxidase"
"C14321","Polyaromatic","K00431","IARC2B","Benzo[k]fluoranthene","TPO","thyroid peroxidase","peroxidase"
"C14321","Polyaromatic","K00431","ATSDR","Benzo[k]fluoranthene","TPO","thyroid peroxidase","peroxidase"
"C14321","Polyaromatic","K00431","EPC","Benzo[k]fluoranthene","TPO","thyroid peroxidase","peroxidase"
"C14325","Polyaromatic","K00431","CONAMA","Dibenz[a,h]anthracene","TPO","thyroid peroxidase","peroxidase"
"C14325","Polyaromatic","K00431","ATSDR","Dibenz[a,h]anthracene","TPO","thyroid peroxidase","peroxidase"
